Now,Wed Sep 17 2025 21:41:20 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
50,masterchefcurry,masterchef.curry,https://www.tiktok.com/@masterchef.curry,kwento mo kay Mark Villar,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/08a18a5520cfd708dcf7d6a0570832eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=27218ebb&x-expires=1758200400&x-signature=pECPgoTKU9COCI7DntsHD6z%2Fi0U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
51,Mhelai29🇵🇭🇶🇦♥️♥️♥️,mhelaibhern29,https://www.tiktok.com/@mhelaibhern29,"nagpapniwala naman kau ky sara,",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc75cea0a809160e0f46a0e392cd3c21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c81ceaf4&x-expires=1758200400&x-signature=IlZwwFF7m4eoYZpn9YiT8Fskq94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
52,Yasoo💅👠💄,yasooo.ud.199787,https://www.tiktok.com/@yasooo.ud.199787,"protektado, binulgar na ni sara D, pero wala padin",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b478749df71293cb5b11fcb1132332c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5931c122&x-expires=1758200400&x-signature=RwmgWW9iaD5T51DuE0XJ1ulNEVA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
53,Che,chechan84,https://www.tiktok.com/@chechan84,Pinsan ni bangag,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6412a5f2d111b6b123d21b3221ad4710~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1f3c8cb7&x-expires=1758200400&x-signature=k2TKjS3XsSvHWURLKkyCX7zmLQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
54,j♉️,yuendump02,https://www.tiktok.com/@yuendump02,kung walang mananagot walang mag babayad ng tax!!!!,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cee7a4ddf8ceb28805a6ffcfd38de640~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=44df66e2&x-expires=1758200400&x-signature=PW2PjmR53gRkabaRxXWq%2FUgLktQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
55,Boba Koh,rossomadto,https://www.tiktok.com/@rossomadto,nagmamadali na nman cxa,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/98e672dcac8b0e54eb059c23008eb482~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c892fd1b&x-expires=1758200400&x-signature=5aAf4XVM1DJPYkDe%2FhtiRgrDJlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
56,Brian,brianyou_,https://www.tiktok.com/@brianyou_,bulacan kay romualdez mo parin sinisi 🤣🤣 yung ng yare sa davao kaya e sisi mo rin dapat 🤣,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33988a22bb34d8ad8ac1692313cd025a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=13e2b291&x-expires=1758200400&x-signature=d0QhxZMMVGDQhcs8Rh2vOIQharU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
57,bloom,sayyyyyae,https://www.tiktok.com/@sayyyyyae,simulan niyo na hahahaha,4-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7c116c7824bd35dd70081fe234ca6eea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d546f4f7&x-expires=1758200400&x-signature=7BG3bqbqHaHvpWE7CrkY2uCRSDY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,azeck,0
58,Carlos 🇵🇭 🇯🇵,subzero0254,https://www.tiktok.com/@subzero0254,kunyari hindi alam..,5-9-2025,240,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02291998a00d0dead6c0c7eb3856a8e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8efa158&x-expires=1758200400&x-signature=KFKzXEEUyBME5SWVw52AtiyXBro%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,14
59,jv raval,jvaustria2,https://www.tiktok.com/@jvaustria2,bagohan nga ni di nmn sya dating sector,5-9-2025,21,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2517434855f45039f302178b2c6271f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c42ca851&x-expires=1758200400&x-signature=B6tVFgV%2FX6aLWgUB4I3C78kSOZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
60,Rija,jiya67828,https://www.tiktok.com/@jiya67828,Galit galitan sya sis,5-9-2025,14,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e0a27d4333effa777843de6eaef25fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a32b18e0&x-expires=1758200400&x-signature=I1pqJvnHMqcVqbZRTYH9rVhL7jo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
61,Reich J,elegido226,https://www.tiktok.com/@elegido226,bagohan yan,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b731f8b0314780da7446478700f20c7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=74c150ce&x-expires=1758200400&x-signature=VWpuixvuvbYwSom3SZMWeqs9yNA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
62,Kingjames,kingkongjames23,https://www.tiktok.com/@kingkongjames23,Si dutae lng nakaka Alam nyan,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61cb0a4e08f2ae0880024900c1d2810e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cbfdfea5&x-expires=1758200400&x-signature=Mgvk2B5DVigd5CoAOKNHo0yziI8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
63,Jepoy,jepoy19820419,https://www.tiktok.com/@jepoy19820419,dati syang sa NAIA sya ang head sa I0 ang pagkakaalam ko...Kaya malamang hindi niya Alam yan..,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ebdd26418edd56efd697f6a46bdc9a96~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c119c1f&x-expires=1758200400&x-signature=6YNm%2F0O1l6rGDK8SMVjALLMxECA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
64,kathlen Rey,03_cooley,https://www.tiktok.com/@03_cooley,Zaldi Co 😂,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3226983cb5fe255167783a24b2f2ea86~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2b5f5e41&x-expires=1758200400&x-signature=%2FBHfdrlJc8lXMT%2F7RdRD9Q384gA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
65,shopMixAff.,heartiy0,https://www.tiktok.com/@heartiy0,true kunwari pa.😏,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b82943b437f3fb63e34ba3cca6ec9096~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9419662f&x-expires=1758200400&x-signature=E%2FC3%2Fz9rVZb5DJVLEKTbyBnBSBM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
66,DEY GARCIA,deygarcia17,https://www.tiktok.com/@deygarcia17,nakikinig Kaba Bagong sec. 8080,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cd842e2708185929101f3905daf6ea77~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=79533858&x-expires=1758200400&x-signature=fnxf6VnOPZyLkesLEkRERl4OtR4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
67,Jayjay De Luna,jayjay.de.luna8,https://www.tiktok.com/@jayjay.de.luna8,mismo,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/64e1552de0362fc6ec3b291fa0765086~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=283cc9b6&x-expires=1758200400&x-signature=frDTN5TY0TVTWdA6CGE8Dt%2F9dgQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
68,jp_marc,jp_marc_jarren,https://www.tiktok.com/@jp_marc_jarren,tungaw pano niya malalaman kaaappoint niya palang bago nga diba? 🤣🤣🤣🤣 8080 tlaga ng mga pinoy,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e6416483fac5a32c5db9ee2495bab28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b21fbc4&x-expires=1758200400&x-signature=b05PbLNVpE%2Bcc7%2FFDbs3n4YZrw4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
69,Carlos 🇵🇭 🇯🇵,subzero0254,https://www.tiktok.com/@subzero0254,haha wag po magalit. kasi kahit ikaw alam mo na mayganyang ganyan. kung ako 8080 ikaw 5050,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02291998a00d0dead6c0c7eb3856a8e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8efa158&x-expires=1758200400&x-signature=KFKzXEEUyBME5SWVw52AtiyXBro%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
70,Chris Cast,chris.cast53,https://www.tiktok.com/@chris.cast53,kkonect yan sa duterte😅,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/081f04d1dd2c87bdc311b6452d11e3fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd5bea9f&x-expires=1758200400&x-signature=STWxULh1ac8%2B2aQ1%2B5qwQx5kAAg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
71,Harold Hansson Paina,haroldhanssonpaina,https://www.tiktok.com/@haroldhanssonpaina,bato bato sa langit pag tinamaan wag magalit,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331705612151029768~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=861aeac8&x-expires=1758200400&x-signature=qL05oZTv2fDgaddEhrrriSwuWN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
72,Jj.888,coolshatsu,https://www.tiktok.com/@coolshatsu,💯,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f2c79839d82e24d22a0d3532f979463~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c3acf23&x-expires=1758200400&x-signature=z9XbREtkNJZeFCnte%2BUHO%2BSqATQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Carlos 🇵🇭 🇯🇵,0
73,Annejo's collection,kathrein0,https://www.tiktok.com/@kathrein0,question before mag release nang full payment wla man lang inspection?,4-9-2025,1013,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7327614486800498709~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62bb3d43&x-expires=1758200400&x-signature=pRn0gIoxxL18%2FqCcW0kK2MN4h%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,19
74,Xul,lattafa1234,https://www.tiktok.com/@lattafa1234,Mismo,4-9-2025,18,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7383160799684755461~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e8526e63&x-expires=1758200400&x-signature=p1O99oyyiEu94nt1K82rACSZmHs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
75,Ja9,loessless,https://www.tiktok.com/@loessless,bayad mga nag iinspect,5-9-2025,12,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f8c46eb731bba2fd1a245bfb9b2bb9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b1e32178&x-expires=1758200400&x-signature=jLAV2H0bZPZFeiJguMNOr2JEbc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
76,IIIIIIIIIII,_mr_yoso_,https://www.tiktok.com/@_mr_yoso_,kasabwat mga taga COA jan,5-9-2025,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5aedd315644cbef74da574de470f4a96~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=86ba7a5a&x-expires=1758200400&x-signature=QSeae49WZ1UDAXfd8sXHq1k0%2FCE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
77,crevian,pauldaquiado2,https://www.tiktok.com/@pauldaquiado2,pati DOLE kamo bayad dn yan,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d4d0250a3de50f097cebbfc44a05459c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=005515ed&x-expires=1758200400&x-signature=L1xRNd0c%2BQH8lfgtz99om2Qdk2s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
78,Im Sol,pauladeeeee,https://www.tiktok.com/@pauladeeeee,Malamang alam na dis,5-9-2025,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0801b9a3d3ab24b357148f3d1c29552d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7bd1f1df&x-expires=1758200400&x-signature=p3tlrejRo8oks%2FBRnUfs8VXqWPw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
79,nikko ⚡️,._.nkko,https://www.tiktok.com/@._.nkko,alam mo na haha,4-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7c066fc37cf427867f4c05105ab77b4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=30b01bdb&x-expires=1758200400&x-signature=a%2BHXGmW6uUEF2bkFjpDQVk8qXKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
80,Jeremy Tristan J. Boston,tantantristannn,https://www.tiktok.com/@tantantristannn,supposedly meron yan,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/26c9d021ace1425b3797052f79a6e828~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1afd9cfa&x-expires=1758200400&x-signature=olrodeTOEIhBGreJ4kf4R3b7Q8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
81,c.verse,_levitatingmax,https://www.tiktok.com/@_levitatingmax,exactly,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7666b1f32617d7aba6a6ea130f7f649~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d4b275e0&x-expires=1758200400&x-signature=Dl3T2Eum9o%2FPCmEf60vf97D5m8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
82,se cali,ancy1803,https://www.tiktok.com/@ancy1803,magkakasabwat nga po sila 😆,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b4be24121435cddc1af43be39c9261e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8b797b8&x-expires=1758200400&x-signature=nKzMNcUtXbM2MKs2Xe1swJ4BGMA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
83,🦉,sheerylim,https://www.tiktok.com/@sheerylim,KOREK!,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e0836e17dfa8df666844e3206a7a6a09~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d9dad7d8&x-expires=1758200400&x-signature=6ndspTuPZo%2FJyYwnwVFGB%2FbRNvE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
84,Helen Lorenzo330,cyeanne35,https://www.tiktok.com/@cyeanne35,lahat sila nakinabang dian,4-9-2025,15,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cd59d6b7da20b05c36a1dda4cb360da5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e2a3c7a&x-expires=1758200400&x-signature=LFY2CowDPOcr%2FsMKqJOVJ1q%2FqQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
85,2006liner,2006liner,https://www.tiktok.com/@2006liner,Binayaran din yung naginspect siguro,4-9-2025,9,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
86,Blessie,blessie549,https://www.tiktok.com/@blessie549,Palabas Lang ito lahat. IN THE END WALA PA RIN MANANAGOT,5-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ba2cf4943f13edab0eb6e85f1a198fd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a5c10950&x-expires=1758200400&x-signature=5%2Bb1sbm%2BUQdNCtATvlij6Wr8WcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
87,Leyou,leyou414,https://www.tiktok.com/@leyou414,that's PCAB job.,4-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e5f5abe16f47e300edcf88ce10e8aa94~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f9a234f3&x-expires=1758200400&x-signature=Y9IMVbhDr8e5O4C0eBqNz0er2fY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
88,precious,preciousgraceesca,https://www.tiktok.com/@preciousgraceesca,Tama! Imposibleng di nila alam yan. Dismayado kuno. Wag kami!,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7187829463860641819~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d13171a6&x-expires=1758200400&x-signature=s58DFWM0O0kWNCkigbUTNuVRPR4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
89,Marlon De La Peña,marlondlp,https://www.tiktok.com/@marlondlp,100% payment yata agad wala ng inspection 🤣 kaya happy na happy mga contractors na ulupong,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/97657538c982a5717617b3cdb459c55c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=94a95fae&x-expires=1758200400&x-signature=8%2FVgqysVzxpA7rvQ4XeGtuXl5Zk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
90,Coffee.Hike,coffee.hike,https://www.tiktok.com/@coffee.hike,I think may nag checheck kaso pasaway din ata.,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/59a894b58d4ad2f2e36d34b39d9240db~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=30c9dbd3&x-expires=1758200400&x-signature=re0hbGBK%2FO7CVXdzSgFytBkyYJk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
91,abcdfdw,abcdoo394,https://www.tiktok.com/@abcdoo394,bayad rin yon,4-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5fbc7d99b1492c6f7af09e8b94f224d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2a5b7f0d&x-expires=1758200400&x-signature=GLGvEG2LXemLqzDIEzqFeC9trVY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
92,aila_ally💓,collegewithfriends,https://www.tiktok.com/@collegewithfriends,Lagay lng meron,4-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/57bd59ac282a6d36ba6e0174cba4c999~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1ede7390&x-expires=1758200400&x-signature=fyA8GXjgmqO7WTXz7bbEr99WkIE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Annejo's collection,0
93,Kairu,kairukun07,https://www.tiktok.com/@kairukun07,di ako naniniwala na di nila alam yan,5-9-2025,724,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/1ee58311372b461dc1d6c1418bc7b1a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d54fa22&x-expires=1758200400&x-signature=rO4iYDxhROZHaSbqpPfXeNwssgc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,13
94,4K KINDAKA ARMY,zouqzouq,https://www.tiktok.com/@zouqzouq,baguhan nganiii 8080,5-9-2025,51,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/402a9126a38423faaa3a346ec1b87756~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=901a5b2a&x-expires=1758200400&x-signature=qD7afweS4owukJm1rZ2IESghg3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
95,Sha,sharonallejos,https://www.tiktok.com/@sharonallejos,Hindi accept yong baguhan,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9df4bf32dbb8b8743a99714e027cfda8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6be6be5c&x-expires=1758200400&x-signature=XKtwOmfuWiv26iYuT%2BsGd4y73hw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
96,Milly,milly5844,https://www.tiktok.com/@milly5844,😂😂😂,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7329868945165549570~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b0b68dab&x-expires=1758200400&x-signature=COll9NBZhSEhvya2v7AnoD%2F6Lfo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
97,nizhanjayel,tergmac,https://www.tiktok.com/@tergmac,bagong tuli😂,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a51f45495ac5d97fa251d6833fbdaea6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ab7ed3d&x-expires=1758200400&x-signature=WSht74l524j5i%2FPx%2B0taywKIgUk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
98,charmante ✨,charmantex,https://www.tiktok.com/@charmantex,Taga-DOTr yan before and bagong Sec lang siya ng DPWH. Read more about him and you'll see na very hands on siya,5-9-2025,9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c545fa2d2f3e187578c520af6dbbb5aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=35780029&x-expires=1758200400&x-signature=elEFsfDiNNsJRkvBnzp17Db7mCw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
99,Thereal0514,thereal0514,https://www.tiktok.com/@thereal0514,bago ngani,5-9-2025,11,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7308341911034953733~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b8adcf9d&x-expires=1758200400&x-signature=TosMocU3XGDvW3EwkwrJXiBNl6o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
100,Brian,brianyou_,https://www.tiktok.com/@brianyou_,kay duterte kalang nmn naniniwala 🤣,5-9-2025,9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33988a22bb34d8ad8ac1692313cd025a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=13e2b291&x-expires=1758200400&x-signature=d0QhxZMMVGDQhcs8Rh2vOIQharU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
101,kuina,_nonexxxi,https://www.tiktok.com/@_nonexxxi,bago yan angkol pinalitan na,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b97c23dedf2cfb05dcdecf385eb0d64~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6897e9c4&x-expires=1758200400&x-signature=hEKcL8hrlc4hbooMVFg9ZSNtBnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
102,Elmer Ortega,elmers.ortega,https://www.tiktok.com/@elmers.ortega,bago lang naging secretary,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5234b74be1cd7af9d3900c7e861bbb04~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0e35da65&x-expires=1758200400&x-signature=Z%2BPgLjjWxQppk30GsMn5L0tYjLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Kairu,0
